ProviderName,Website_final,Crawl_Status,Pages_Crawled,Matched_Categories,HomeAccess,RespiteCare,ABA,OT,PT,Speech,LifeSkills,Employment,Residential,HomeAccess_Excerpt,RespiteCare_Excerpt,ABA_Excerpt,OT_Excerpt,PT_Excerpt,Speech_Excerpt,LifeSkills_Excerpt,Employment_Excerpt,Residential_Excerpt,Domain,Address1,City,State,Zip,phone
The Autism Channel/FPR studios,http://theautismchannel.tv/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,theautismchannel.tv,5401 N Haverhill Rd,West Palm Beach,FL,33407,(855) 882-8847
Disability Experts of Florida,http://www.disabilityexpertsfl.com/,Success (no matches),http://www.disabilityexpertsfl.com/;https://disabilityexpertsfl.com/a-scott-flexer/;https://disabilityexpertsfl.com/;http://www.disabilityexpertsfl.com/#case-eval;https://disabilityexpertsfl.com/about-us/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,disabilityexpertsfl.com,5300 Applegate Dr,Spring Hill,FL,34606,(855) 777-0455
Excelsis Behavioral Health,http://excelsisbehavioralhealth.com/,Success (no matches),http://excelsisbehavioralhealth.com/;https://excelsisbehavioralhealth.com/services/;http://excelsisbehavioralhealth.com/services/#individualpsychotherapy;http://excelsisbehavioralhealth.com/services/#couplescounseling;http://excelsisbehavioralhealth.com/services/#familytherapy,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,excelsisbehavioralhealth.com,4144 N Armenia Ave #350,Tampa,FL,33607,(855) 743-4273
Cultivate Behavioral Health & Education - ABA Therapy for Autism,https://cultivatebhe.com/locations/florida/boca-raton-fl/,Success,https://cultivatebhe.com/locations/florida/boca-raton-fl/;https://cultivatebhe.com/cultivate-mental-health-therapy-services/;https://cultivatebhe.com/mental-health-services/;https://cultivatebhe.com/aba-therapy/;https://cultivatebhe.com/in-home-aba-therapy/,"HomeAccess,ABA,LifeSkills",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,riday: 8:00 AM – 6:00 PM At our Boca Raton ABA center we offer specialized both in-home and clinic-based ABA therapy. We proudly serve Boca Raton and the surrounding c,,"ABA Therapy in Boca Raton, FL - Cultivate BHE | Autism Treatment Skip to content AB",,,,"effective because it reduces problematic behaviors, but also builds up critical life skills such as communication, social interaction, and self-care, with the goal of help",,,cultivatebhe.com,9970 S Central Park Blvd #401,Boca Raton,FL,33428,(855) 444-5664
Look Up Therapy,http://www.lookuptherapy.com/,Success,http://www.lookuptherapy.com/;http://www.lookuptherapy.com/aba-therapy;http://www.lookuptherapy.com/occupational-therapy;http://www.lookuptherapy.com/aba-in-nc;http://www.lookuptherapy.com/how-we-got-started,"ABA,OT,Speech",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,"alisbury, NC - Call Us Today! No Waitlist Signed in as: filler@godaddy.com Home ABA in NC About Us Mission & vision How we got started Meet our founders Meet the A",rs Meet the ABA Team Services Organizational Training Mental Health ABA Therapy Occupational Therapy Get started How to FAQ First day Contact Join our team Partners Calendar & Blo,,note Occasionally ABA therapists collaborate with speech-language pathologists (SLP) and occupational therapists (OT) to deliver unique programs that pinpoint beha,,,,lookuptherapy.com,5840 Corporate Way #102,West Palm Beach,FL,33407,(855) 274-1915
Lifespan Psychiatric Services,https://www.lifespan.care/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,lifespan.care,3606 Maclay Blvd S,Tallahassee,FL,32308,(850) 999-2996
Ability Plus Mental Health Clinic,https://abilityplusmentalhealthllc.com/,Success,https://abilityplusmentalhealthllc.com/;https://abilityplusmentalhealthllc.com/services/;https://abilityplusmentalhealthllc.com/psychotherapy/;https://abilityplusmentalhealthllc.com/individual-therapy/;https://abilityplusmentalhealthllc.com/group-therapy/,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,therapists utilize techniques like Cognitive Behavioral Therapy and Dialectical Behavior Therapy to match your unique needs and situations. The process involves understanding ,,,,,,,abilityplusmentalhealthllc.com,820 E Park Ave,Tallahassee,FL,32301,(850) 966-2145
"A Time To Change Counseling Center, P.A.",https://www.atimetochangecounselingcenter.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,atimetochangecounselingcenter.com,1363 E Lafayette St,Tallahassee,FL,32301,(850) 926-1900
The Learning Pavilion,http://www.thelearningpavilion.org/,Success (no matches),http://www.thelearningpavilion.org/;https://thelearningpavilion.org/programs/;http://www.thelearningpavilion.org/#content;https://thelearningpavilion.org/about-us/;https://thelearningpavilion.org/administration/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,thelearningpavilion.org,3519 Easter Stanley Ct,Tallahassee,FL,32308,(850) 921-5437
Early Steps,http://www.floridahealth.gov/programs-and-services/childrens-health/early-steps/index.html,Success (no matches),http://www.floridahealth.gov/programs-and-services/childrens-health/early-steps/index.html;https://www.floridahealth.gov/programs-and-services/index.html;http://www.floridahealth.gov/programs-and-services/index.html;http://www.floridahealth.gov/programs-and-services/childrens-health/index.html;http://www.floridahealth.gov/programs-and-services/childrens-health/early-steps/index.html#content_container,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,floridahealth.gov,325 John Knox Rd,Tallahassee,FL,32303,(850) 921-0772
The Arc of Florida,http://arcflorida.org/,Success,http://arcflorida.org/;https://www.arcflorida.org/school-age-transition;https://www.arcflorida.org/chapters;https://www.arcflorida.org/employment-opportunities;http://arcflorida.org/#page-content,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"y , located in Clearwater, has an opening for a Registered Behavior Technician (RBT) to join their Behavior Team. To read the full description and to apply, click ",,,,,,,arcflorida.org,2898 Mahan Dr # 1,Tallahassee,FL,32308,(850) 921-0460
Sunny Pediatric Services,http://www.sunnyspeech.com/,Success,http://www.sunnyspeech.com/;https://www.sunnyspeech.com/services;https://www.sunnyspeech.com;https://www.sunnyspeech.com/about;https://www.sunnyspeech.com/feeding-groups,"HomeAccess,OT,PT,Speech,LifeSkills",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE, Session price for office visit + $10 per 15 minutes of travel charge per visit in home/daycare 30-Minute Therapy Session $60 Per Session Session price for office visi,,,"nsive speech, language, motor and sensory evaluations and therapy by speech and occupational therapists. Oral Motor and Feeding Services An oral motor delay is when children have ","ts Our highly trained speech-language pathologists, occupational therapists and physical therapist are dedicated to helping your child achieve their communication, oral motor,",es - A speech delay is defined as difficulty producing speech sounds correctly. Speech therapy consists of the remediation and training of speech patterns so that an individ,ly works at Tallahassee Memorial Healthcare 2008-present Outpatient Pediatric Rehabilitation and Neonatal Intensive Care Unit (2008-2020) as an Occupational Therapist. Tina,,,sunnyspeech.com,1738 Thomasville Rd,Tallahassee,FL,32303,(850) 909-5521
Future Pathways,http://futurepathwaysfl.com/,Success,http://futurepathwaysfl.com/;http://futurepathwaysfl.com/services;http://futurepathwaysfl.com/services/;http://futurepathwaysfl.com/#contact;http://futurepathwaysfl.com/about,"HomeAccess,LifeSkills,Employment",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,n special education to help our clients obtain employment and independence. Our in-home independent living skills training can target skills ranging from budgeting to ,,,,,,"Future Pathways Helping teens and adults with disabilities Job readiness, independent living, and social skills training in the Tallahassee area Contact About What we do We",d looks forward to their involvement in his work life. You will not find better job coaches in Leon County. Robyn Yeatts Parent Working with Amanda and Abby over the pas,,futurepathwaysfl.com,1664 Metropolitan Cir,Tallahassee,FL,32308,(850) 888-3001
North Florida Spine and Wellness,http://www.healthytallahassee.com/,Success,http://www.healthytallahassee.com/;http://www.healthytallahassee.com/services/home-program-equipment;http://www.healthytallahassee.com/services/designed-clinical-neurotrition-1;http://www.healthytallahassee.com/services/massage-therapy;http://www.healthytallahassee.com/services/custom-orthotics,HomeAccess,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,anet.com | All Rights Reserved. Copyright 2024 ProfessionalPlanets.com LLC | Admin Home Program Equipment Skip to main content Facebook Google YouTube Linkedin Call (8,,,,,,,,,healthytallahassee.com,1610 W Plaza Dr,Tallahassee,FL,32308,(850) 877-6790
North Florida Pediatric Associates,http://www.northfloridapeds.com/,Success (no matches),http://www.northfloridapeds.com/;http://www.northfloridapeds.com/About-Us/Services;http://northfloridapeds.com/About-Us/Services;http://www.northfloridapeds.com/Resources/Visual-Symptom-Checker.aspx;http://www.northfloridapeds.com/Home.aspx,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,northfloridapeds.com,2255 Killearn Center Blvd,Tallahassee,FL,32309,(850) 877-1162
The Orchard ABA LLC,http://orchardaba.com/,Success,http://orchardaba.com/;https://www.orchardaba.com;https://www.orchardaba.com/contact-1;https://www.orchardaba.com/contact-us;https://www.orchardaba.com/about-6,"HomeAccess,ABA",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IR BEST SELF.&QUOT; Aimee Roberts, Owner, BCBA, MA Orchard ABA provides quality in-home and community based therapy for children and youth with behavioral concerns ass",,Autism Therapy | Florida Alabama Georgia | Orchard ABA top of page Home: Welcome Welcome to the Orchard &QUOT;I WANT TO GIVE EVERY CHI,,,,,,,orchardaba.com,751 Rhoden Cove Rd,Tallahassee,FL,32312,(850) 815-8800
Powers of Mind Psychological Services,http://www.tallahasseetherapy.com/,Success (no matches),http://www.tallahasseetherapy.com/;http://www.tallahasseetherapy.com/#main,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,tallahasseetherapy.com,901 N Gadsden St,Tallahassee,FL,32303,(850) 807-9801
Enso Psych Group,http://www.ensopsych.com/,Success (no matches),http://www.ensopsych.com/;https://ensopsych.com/services;http://ensopsych.com/services;https://ensopsych.com;https://ensopsych.com/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,ensopsych.com,1113 S Magnolia Dr,Tallahassee,FL,32301,(850) 778-1642
"Bryter Way, A.B.A.",https://www.bryterwayaba.com/,Success,https://www.bryterwayaba.com/;https://www.bryterwayaba.com/cart;https://www.bryterwayaba.com/#page;https://www.bryterwayaba.com/contact;https://www.bryterwayaba.com/cart#page,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"enced and qualified team of therapists dedicated to evidence-based practices in ABA therapy. Flexibility Flexibility in service delivery settings (office, schools,",,,,,,,bryterwayaba.com,1983 Mahan Dr,Tallahassee,FL,32308,(850) 772-0855
Better Living Solutions Recovery Center,https://blscounseling.net/services/eating-disorder-treatment/,Success,https://blscounseling.net/services/eating-disorder-treatment/;https://blscounseling.net/services/eating-disorder-treatment/#main-navigation;https://blscounseling.net/services/marriage-and-family-therapy-tallahassee/;https://blscounseling.net/services/;https://blscounseling.net/services/individual-counseling/,Residential,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,"health needs, we will assist with transferring to an appropriate facility (i.e. residential facility, psychiatric facility, or acute hospital). A list of ED providers and support s",blscounseling.net,820 E Park Ave,Tallahassee,FL,32301,(850) 765-6769
Diamond Behavioral Health - Tallahassee,https://diamondbehavioralhealth.com/locations/tallahassee/?utm_source=GMBlisting&utm_medium=organic,Success,https://diamondbehavioralhealth.com/locations/tallahassee/?utm_source=GMBlisting&utm_medium=organic;https://diamondbehavioralhealth.com/treatments/mental-health-counseling-services/;https://diamondbehavioralhealth.com/programs/first-responders-treatment/;https://diamondbehavioralhealth.com/programs/geriatric-mental-health-treatment/;https://diamondbehavioralhealth.com/programs/referral-treatment/,"HomeAccess,ABA",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nt contributions across various settings, including inpatient psychiatric care, community-based mental health, corrections, and outpatient services. As a licensed mental healt",,terns and behaviors contributing to their mental health challenges. Dialectical Behavior Therapy (DBT) : This therapy is designed to help individuals build skills in emotional,,,,,,,diamondbehavioralhealth.com,2767 Raymond Diehl Rd,Tallahassee,FL,32309,(850) 761-0224
"Psychological Wellness Group,LLC.",https://www.psychologicalwellnessgroup.com/contact,Success,https://www.psychologicalwellnessgroup.com/contact;https://www.psychologicalwellnessgroup.com/services-7;https://www.psychologicalwellnessgroup.com;https://www.psychologicalwellnessgroup.com/about-5;https://www.psychologicalwellnessgroup.com/helpful-links,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"nitive Processing Therapy for trauma, Cognitive Behavioral Therapy, Dialectical Behavior Therapy skills, and the SMART Recovery model for addiction. I have worked in both inpa",,,,,,,psychologicalwellnessgroup.com,1311 Paul Russell Rd,Tallahassee,FL,32301,(850) 759-7332
Thriveworks Counseling & Psychiatry Jacksonville,https://thriveworks.com/tallahassee-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,Success,https://thriveworks.com/tallahassee-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB;https://thriveworks.com/therapy/acceptance-and-commitment-therapy/;https://thriveworks.com/find-help/emotionally-focused-therapy-eft/;https://thriveworks.com/therapy/life-transitions/;https://thriveworks.com/tallahassee-counseling/ptsd-trauma-therapy/,"ABA,LifeSkills",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,ty therapy Cognitive behavioral therapy (CBT) Depression counseling Dialectical behavior therapy (DBT) Grief & loss counseling Relational therapy View all specialties & approa,,,," long history in the mental health field, starting out as a social worker and rehabilitation counselor from Thomas University and switching to the nursing field and obtaini",,,thriveworks.com,4070 Herschel St,Jacksonville,FL,32210,(904) 567-0813
Southeastern Therapy Services - Speech Therapy,http://www.webslp.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,webslp.com,3139 Eliza Rd,Tallahassee,FL,32308,(850) 727-7928
Railey & Associates,http://raileyassociates.com/,Success,http://raileyassociates.com/;http://raileyassociates.com/services-tallahassee-fl/autism-spectrum-disorder;http://raileyassociates.com/services-tallahassee-fl/fitness-for-duty;http://raileyassociates.com/services-tallahassee-fl/parenting;http://raileyassociates.com/services-tallahassee-fl/court-ordered,LifeSkills,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,"ized plan of action, including recommendations for reasonable accommodations, rehabilitation, or other treatments as needed. Contact us today to learn more about how we can",,,raileyassociates.com,2236 Capital Cir NE,Tallahassee,FL,32308,(850) 727-4757
Hopebridge Autism Therapy Center,https://www.hopebridge.com/centers/tallahassee-fl/,Success,https://www.hopebridge.com/centers/tallahassee-fl/;https://www.hopebridge.com/autism-services/occupational-therapy;https://www.hopebridge.com/autism-services/speech-therapy;https://www.hopebridge.com/autism-services/feeding-therapy;https://www.hopebridge.com/autism-services/,"ABA,OT,Speech,LifeSkills",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,"es. Contact us to schedule diagnostic evaluations , applied behavior analysis ( ABA therapy ) and even more autism services , all in one facility near you in Talla","erapies, we influence significant, positive change and independence. Learn More Occupational Therapy* The beauty of pediatric OT is that it teaches kids through what they love mos",,"d receives multiple services – such as applied behavior analysis (ABA therapy), speech therapy and/or occupational therapy – our clinicians collaborate closely to align goal",ections Occupational Therapy for Autism | Hopebridge Occupational Therapy Build Life Skills Through Pediatric Occupational Therapy What Does Occupational Therapy Help With,,,hopebridge.com,7000 Lake Ellenor Dr,Orlando,FL,32809,(321) 655-6585
Talk Lift Heal,http://talkliftheal.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,talkliftheal.com,625-16 Railroad Sq,Tallahassee,FL,32310,(850) 706-1734
Whitney Owens Counseling,http://www.whitneyowenscounseling.com/,Success (no matches),http://www.whitneyowenscounseling.com/;http://www.whitneyowenscounseling.com/cart;http://www.whitneyowenscounseling.com/#page;http://www.whitneyowenscounseling.com/about;http://www.whitneyowenscounseling.com/approach,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,whitneyowenscounseling.com,1844 Fiddler Ct,Tallahassee,FL,32308,(850) 692-9985
Elite DNA Behavioral Health Therapy & Psychiatry Clinic - Jacksonville,https://elitedna.com/locations/tallahassee/?utm_source=gmb&utm_medium=organic&utm_campaign=tallahassee&utm_content=main-link,Success,https://elitedna.com/locations/tallahassee/?utm_source=gmb&utm_medium=organic&utm_campaign=tallahassee&utm_content=main-link;https://elitedna.com/services/psychotherapy/;https://elitedna.com/services/occupational-therapy/;https://elitedna.com/services/speech-language-therapy/;https://elitedna.com/services/trauma-therapy/,"ABA,OT,Speech",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,"ew Naples Therapy & Psychiatry Clinic Fort Myers Occupational Therapy, Speech & ABA Clinic View Fort Myers Occupational Therapy, Speech & ABA Clinic Estero Therapy","r talk therapy for children ages 6+. For younger children, select offices offer occupational therapy, as well as play and expressive arts activities with parent training/support. ",,"rs Occupational Therapy, Speech & ABA Clinic Telehealth View Telehealth What is Speech Therapy? Speech Therapy is the assessment and treatment of communication challenges an",,,,elitedna.com,2055 Reyko Rd,Jacksonville,FL,32207,(904) 648-8200
